scheduler,job_name,seed,T_end_s,cpu_run_util_mean,mem_run_util_mean,cpu_req_util_mean,mem_req_util_mean,util_eff_run_mean,util_eff_req_mean,R_p1,R_p2,R_p3,R_p4,D_p1,D_p2,D_p3,D_p4,latency_first_admit_mean_total_s,latency_first_admit_mean_p1_s,latency_first_admit_mean_p2_s,latency_first_admit_mean_p3_s,latency_first_admit_mean_p4_s,solver_attempts_total,best_solver_optimal_total,best_solver_feasible_total,best_solver_failed_total,plan_not_applicable_total,plan_activated_total
default,nodes=16_prio=1_arrival=16s,1420052706459400740,7199.8688,0.8586,0.8243,0.892,0.8555,0.8706,0.9085,835997.9703,0.0,0.0,0.0,724.0,0.0,0.0,0.0,4.3338,4.3338,,,,,,,,,
default,nodes=16_prio=1_arrival=16s,2219457405427907235,7199.858,0.8303,0.84,0.8736,0.8563,0.8515,0.891,781039.9583,0.0,0.0,0.0,664.0,0.0,0.0,0.0,9.2051,9.2051,,,,,,,,,
default,nodes=16_prio=1_arrival=16s,3848061858430934892,7199.8229,0.8502,0.6705,0.9067,0.6942,0.8502,0.9067,676812.3214,0.0,0.0,0.0,888.0,0.0,0.0,0.0,6.7395,6.7395,,,,,,,,,
default,nodes=16_prio=1_arrival=4s,1420052706459400740,7199.8381,0.8575,0.8324,0.8842,0.8547,0.8633,0.8925,813497.6521,0.0,0.0,0.0,2704.0,0.0,0.0,0.0,1.9115,1.9115,,,,,,,,,
default,nodes=16_prio=1_arrival=4s,2219457405427907235,7199.817,0.8326,0.8174,0.8743,0.8409,0.8481,0.8917,783680.9591,0.0,0.0,0.0,2779.0,0.0,0.0,0.0,1.4123,1.4123,,,,,,,,,
default,nodes=16_prio=1_arrival=4s,3848061858430934892,7199.8078,0.8478,0.6645,0.891,0.6767,0.8478,0.891,645958.4145,0.0,0.0,0.0,3051.0,0.0,0.0,0.0,1.5795,1.5795,,,,,,,,,
default,nodes=16_prio=1_arrival=8s,1420052706459400740,7199.7916,0.8615,0.837,0.8804,0.8572,0.8697,0.8914,832149.3187,0.0,0.0,0.0,1364.0,0.0,0.0,0.0,2.8626,2.8626,,,,,,,,,
default,nodes=16_prio=1_arrival=8s,2219457405427907235,7199.8977,0.8365,0.8483,0.8687,0.8692,0.8604,0.8933,795906.3352,0.0,0.0,0.0,1305.0,0.0,0.0,0.0,2.7017,2.7017,,,,,,,,,
default,nodes=16_prio=1_arrival=8s,3848061858430934892,7199.915,0.8471,0.6552,0.8987,0.6734,0.8471,0.8987,658982.9168,0.0,0.0,0.0,1570.0,0.0,0.0,0.0,2.4597,2.4597,,,,,,,,,
default,nodes=16_prio=4_arrival=16s,1420052706459400740,7199.1949,0.8705,0.8232,0.8873,0.8517,0.8727,0.8908,257673.9313,167013.213,210885.7975,158963.0643,419.0,232.0,208.0,151.0,2.0013,7.2019,0.0905,0.0909,0.0933,,,,,,
default,nodes=16_prio=4_arrival=16s,2219457405427907235,7199.9146,0.7662,0.8592,0.7851,0.8932,0.8595,0.8933,215106.6466,223139.5205,98140.5683,100027.7242,474.0,230.0,217.0,156.0,0.7877,2.2811,0.1304,0.1036,0.0679,,,,,,
default,nodes=16_prio=4_arrival=16s,3848061858430934892,7199.9654,0.8494,0.7707,0.8897,0.7876,0.8499,0.8905,222828.954,138281.4869,180165.3057,141619.8815,462.0,265.0,206.0,139.0,1.4995,4.4613,0.0865,0.0521,0.1119,,,,,,
default,nodes=16_prio=4_arrival=4s,1420052706459400740,7199.9284,0.8583,0.8154,0.8797,0.8497,0.8635,0.8902,259107.6467,173617.8469,194939.8912,163472.5918,1560.0,886.0,751.0,621.0,0.4435,1.2854,0.1106,0.0968,0.0687,,,,,,
default,nodes=16_prio=4_arrival=4s,2219457405427907235,7199.8444,0.7914,0.8312,0.8214,0.8592,0.8563,0.8919,213415.1156,185302.6122,150281.738,107601.6752,1731.0,914.0,814.0,604.0,0.6372,1.8396,0.0772,0.0898,0.0787,,,,,,
default,nodes=16_prio=4_arrival=4s,3848061858430934892,7199.8093,0.8515,0.7345,0.8913,0.7486,0.8516,0.8914,226549.5,167596.0222,186685.0183,114664.7921,1744.0,1048.0,800.0,674.0,0.4018,1.1296,0.0766,0.0696,0.0696,,,,,,
default,nodes=16_prio=4_arrival=8s,1420052706459400740,7199.8578,0.8644,0.8349,0.8839,0.8639,0.8698,0.8929,266385.6608,174259.8328,218112.0028,151452.9636,794.0,420.0,402.0,278.0,0.9872,3.1092,0.0806,0.0655,0.1214,,,,,,
default,nodes=16_prio=4_arrival=8s,2219457405427907235,7199.8969,0.7688,0.8516,0.7866,0.8873,0.8562,0.8918,211407.2787,224577.8569,128184.8794,98059.1942,800.0,428.0,350.0,259.0,0.3999,1.0414,0.1163,0.0767,0.0789,,,,,,
default,nodes=16_prio=4_arrival=8s,3848061858430934892,7199.8549,0.8475,0.7376,0.8905,0.7487,0.8477,0.8908,223750.5487,146383.3789,171283.2929,131602.6628,882.0,497.0,392.0,318.0,0.3826,1.0298,0.0822,0.0737,0.0903,,,,,,
default,nodes=32_prio=1_arrival=16s,1420052706459400740,7199.6332,0.8756,0.8475,0.8983,0.8684,0.8806,0.9054,1656290.362,0.0,0.0,0.0,785.0,0.0,0.0,0.0,10.2182,10.2182,,,,,,,,,
default,nodes=32_prio=1_arrival=16s,2219457405427907235,7199.7906,0.8342,0.8208,0.8861,0.8399,0.8379,0.8917,1570499.6788,0.0,0.0,0.0,702.0,0.0,0.0,0.0,5.2538,5.2538,,,,,,,,,
default,nodes=32_prio=1_arrival=16s,3848061858430934892,7199.9533,0.8557,0.7267,0.8915,0.7381,0.8557,0.8915,1431183.8199,0.0,0.0,0.0,959.0,0.0,0.0,0.0,16.539,16.539,,,,,,,,,
default,nodes=32_prio=1_arrival=4s,1420052706459400740,7199.9601,0.866,0.8271,0.8909,0.8436,0.8663,0.8926,1603120.3192,0.0,0.0,0.0,2857.0,0.0,0.0,0.0,2.6276,2.6276,,,,,,,,,
default,nodes=32_prio=1_arrival=4s,2219457405427907235,7199.8842,0.8586,0.8103,0.8897,0.8284,0.861,0.8924,1597546.1979,0.0,0.0,0.0,2914.0,0.0,0.0,0.0,4.5553,4.5553,,,,,,,,,
default,nodes=32_prio=1_arrival=4s,3848061858430934892,7199.9384,0.8685,0.722,0.8924,0.7287,0.8685,0.8924,1397687.1558,0.0,0.0,0.0,3111.0,0.0,0.0,0.0,2.5013,2.5013,,,,,,,,,
default,nodes=32_prio=1_arrival=8s,1420052706459400740,7199.977,0.8717,0.8432,0.8885,0.859,0.873,0.8912,1657422.6971,0.0,0.0,0.0,1492.0,0.0,0.0,0.0,4.4473,4.4473,,,,,,,,,
default,nodes=32_prio=1_arrival=8s,2219457405427907235,7199.8724,0.8466,0.8128,0.8882,0.8342,0.8492,0.8924,1581157.8071,0.0,0.0,0.0,1432.0,0.0,0.0,0.0,7.0953,7.0953,,,,,,,,,
default,nodes=32_prio=1_arrival=8s,3848061858430934892,7199.9354,0.8695,0.7282,0.8913,0.7361,0.8695,0.8913,1438721.7965,0.0,0.0,0.0,1578.0,0.0,0.0,0.0,3.1925,3.1925,,,,,,,,,
default,nodes=32_prio=4_arrival=16s,1420052706459400740,7199.9003,0.8809,0.8049,0.8927,0.815,0.8809,0.8928,585430.1384,357550.7157,427841.514,279700.9707,390.0,231.0,213.0,145.0,1.364,4.6178,0.1267,0.0766,0.1,,,,,,
default,nodes=32_prio=4_arrival=16s,2219457405427907235,7199.8054,0.8021,0.8751,0.8103,0.8912,0.8751,0.8912,482853.852,446027.8554,261215.11,206071.0008,424.0,223.0,223.0,162.0,0.8237,2.2369,0.0877,0.0814,0.037,,,,,,
default,nodes=32_prio=4_arrival=16s,3848061858430934892,7199.9645,0.8678,0.76,0.8917,0.7695,0.8678,0.8917,438817.7476,314373.1087,321520.0891,300554.2853,436.0,270.0,202.0,141.0,2.1768,6.4026,0.0376,0.0664,0.021,,,,,,
default,nodes=32_prio=4_arrival=4s,1420052706459400740,7199.9051,0.8769,0.8211,0.8918,0.8351,0.877,0.8926,582559.2035,367061.1168,428709.8911,292666.6989,1440.0,881.0,747.0,615.0,0.5156,1.4959,0.0958,0.0806,0.0767,,,,,,
